# v0.4.14 baseline sweep, N=5000, per-molecule extract.
# The full run is 261 MB (20 MB individual_reports + 42 MB structures) and gitignored.
# This is the REUSABLE CORE: it re-derives the bucket table, the key_equal sub-split,
# and the runtime percentiles without the raw run. elapsed_s is the NESTED field.
molecule	status	tier_passed	bucket_honest	subclass_honest	bucket_scored	subclass_scored	elapsed_s	len_oin_in	len_oin_out_indep
VEKJUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.40	102	102
VEKWEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	21.25	92	92
VEKWOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.59	100	100
VEMQAH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.94	68	68
VEMQIP_comp_0	success	UFF_1	structural	-	byte_exact	-	116.80	129	117
VEPMUA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.22	58	58
VEPZOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.33	81	81
VEQFUT_comp_0	failed	-	hard_fail	-	hard_fail	-	300.29	246	0
VERFIJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.17	90	90
VESQIT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.80	60	60
VETBEE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.95	117	117
VEVSOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.31	111	111
VEWVAV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	10.47	90	90
VEXHIR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	41.16	154	154
VEXXIH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.21	47	47
VEXYAA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.73	72	72
VEYWOO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.63	67	67
VEZGEO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.82	75	75
VEZGIR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.60	59	59
VEZXIJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.91	52	52
VIBBIS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.49	98	98
VIBDIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.62	91	91
VIBJEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.50	116	116
VIBJEY_comp_3	success	UFF_1	byte_exact	-	byte_exact	-	4.58	116	116
VIBQIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.82	58	58
VIBYEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.78	108	108
VICPII_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.74	66	66
VICROR_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	4.62	116	116
VIFKEB_comp_0	success	UFF_1	structural	-	byte_exact	-	12.34	72	75
VIFMOP_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	6.99	104	104
VIFWIT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	11.26	97	97
VIFXEP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.38	78	78
VIFXOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	14.59	78	78
VIGMEG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.66	81	81
VIGWAM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	10.60	106	106
VIGXER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	36.19	131	131
VIGXOZ_comp_0	success	UFF_1	structural	-	byte_exact	-	76.56	103	72
VIGYES_comp_0	success	UFF_1	structural	-	byte_exact	-	181.59	149	115
VIGZER_comp_0	success	UFF_1	byte_exact	-	key_equal	rdkit_canonical	2.98	107	107
VIHCUM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.41	150	150
VIHDAT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.03	130	130
VIHDOH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.68	110	110
VIHXOB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.59	99	99
VIKKOR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.12	68	68
VIKPUC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	121.77	159	159
VILDEB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.98	70	70
VILDUR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.62	79	79
VILFUS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	20.63	106	106
VILSIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.42	89	89
VILTOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.99	56	56
VIMDUS_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	2.45	98	98
VIMFOO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.12	67	67
VIMJOR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.00	139	139
VIMPUD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.34	92	92
VIMQAJ_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	6.51	71	71
VIMQOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.64	113	113
VIMTET_comp_0	failed	-	hard_fail	-	hard_fail	-	312.53	99	94
VIMVUL_comp_0	success	UFF_1	structural	-	byte_exact	-	13.73	93	62
VIMWAS_comp_0	success	UFF_1	structural	-	byte_exact	-	30.11	107	75
VINVUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.91	68	68
VIPMUF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	19.46	120	120
VIQQAN_comp_0	failed	-	hard_fail	-	hard_fail	-	300.18	174	0
VIQQOB_comp_0	success	UFF_1	structural	-	byte_exact	-	21.93	99	77
VIQSAP_comp_0	success	UFF_1	structural	-	byte_exact	-	21.04	95	69
VIQWEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.76	130	130
VIRKOX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.54	85	85
VISBUV_comp_1	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	15.19	70	70
VISDOS_comp_1	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	5.49	81	81
VISGAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.56	60	60
VISLOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.17	109	109
VISVEA_comp_0	success	UFF_1	key_equal	slot_renumber	byte_exact	-	7.64	86	86
VISWUR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.37	60	60
VISXOL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.52	71	71
VITQUK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.34	132	132
VIWKIY_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	5.54	134	134
VIWLOD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.73	85	85
VIXRAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.79	68	68
VIYDIS_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	4.50	88	88
VIYRIF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.63	79	79
VIZKEW_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	5.62	98	98
VIZMIC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.84	67	67
VIZPIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.44	95	95
VIZVUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.28	117	117
VIZZAH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.71	93	93
VOCDEY_comp_0	success	UFF_1	structural	-	byte_exact	-	50.69	89	77
VOCFUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.60	81	81
VOCSOY_comp_0	success	UFF_1	structural	-	byte_exact	-	51.14	93	80
VOCVUH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.25	96	96
VODXOC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.54	67	67
VOFCOL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.19	69	69
VOFQAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.23	124	124
VOFYUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.36	136	136
VOGBEZ_comp_0	success	UFF_1	structural	-	byte_exact	-	49.79	125	94
VOGCUS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.50	84	84
VOGSEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.12	87	87
VOHMEM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.33	94	94
VOHNEN_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	26.00	101	80
VOHXOI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.47	134	134
VOHXUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.98	134	134
VOHYAU_comp_0	success	UFF_1	key_equal	slot_renumber	byte_exact	-	2.68	76	76
VOHYEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.70	72	72
VOJMAL_comp_0	success	UFF_1	structural	-	key_equal	slot_renumber	44.90	104	85
VOLGOV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	37.36	102	102
VOLHAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.12	103	103
VOLHIQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	39.20	125	125
VOLPUK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	35.83	139	139
VOPQOJ_comp_0	failed	-	hard_fail	-	hard_fail	-	356.93	152	160
VOQPOJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.37	107	107
VOQQAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.52	87	87
VORQUQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.77	84	84
VORROM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.79	93	93
VORRUS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.07	97	97
VOSPAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.45	78	78
VOTYOU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	12.09	115	115
VOVDUH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.32	70	70
VOYJAU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.81	72	72
VOYJIC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.88	79	79
VOYNUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.70	74	74
VUCGIK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.26	67	67
VUCPOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.78	75	75
VUCQOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	30.23	125	125
VUCVEW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.24	88	88
VUCZUP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.12	92	92
VUDGEH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.91	74	74
VUDHUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.21	83	83
VUDTIY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.08	91	91
VUDYOK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.60	109	109
VUFPOD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.59	70	70
VUFQIX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.72	60	60
VUFVAV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.03	79	79
VUGDUX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.14	77	77
VUGJAJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.97	116	116
VUGJEN_comp_0	success	UFF_1	structural	-	byte_exact	-	48.55	120	89
VUGNUI_comp_1	success	UFF_1	structural	-	byte_exact	-	98.04	88	77
VUGPAQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.63	69	69
VUGRAR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.14	121	121
VUHCIL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.20	98	98
VUJMOE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.52	97	97
VUJPOH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.52	78	78
VUMBEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	13.68	80	80
VUMMAS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.72	76	76
VUMWIK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.29	104	104
VUMWUX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.15	74	74
VUNBAJ_comp_0	success	UFF_1	key_equal	rdkit_canonical	key_equal	rdkit_canonical	80.15	143	143
VUNJIZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.92	73	73
VUNVOQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.17	58	58
VUPQEE_comp_0	failed	-	byte_exact	-	structural	-	64.22	60	60
VUPRUT_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	2.47	77	65
VUPVOT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.83	89	89
VURKAV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.51	77	77
VURKID_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.37	93	93
VUTDOF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.43	170	170
VUVCOF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.15	112	112
VUVVOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.71	95	95
VUVWIT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.07	144	144
VUXDOH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.46	89	89
VUXTOZ_comp_0	failed	-	hard_fail	-	hard_fail	-	300.19	78	0
WABDEK_comp_0	success	UFF_1	structural	-	byte_exact	-	19.49	63	60
WABXIH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.15	120	120
WACDAG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.46	103	103
WACDOU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.86	105	105
WACFAI_comp_0	success	UFF_1	structural	-	byte_exact	-	28.59	105	74
WACNUJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.91	89	89
WACPAR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.90	87	87
WAFCIS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.49	75	75
WAFCUE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.48	75	75
WAGFOC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.46	69	69
WAGFUH_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	2.54	74	74
WAGGUG_comp_0	success	UFF_1	structural	-	byte_exact	-	99.03	108	92
WAGRAZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.97	101	101
WAHXOV_comp_1	failed	-	hard_fail	-	hard_fail	-	1.21	93	0
WAJCEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	18.29	76	76
WAJHAS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.56	70	70
WAKGIA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.77	112	112
WAKRUX_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	3.48	82	82
WALJOK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	21.40	86	86
WALQOR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.37	51	51
WAMWUE_comp_0	failed	-	hard_fail	-	hard_fail	-	20.74	80	80
WAPVIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.97	112	112
WAQCEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.23	61	61
WAQMEI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	52	52
WAQVAO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.43	57	57
WAQXAP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.12	97	97
WAQXER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.67	84	84
WAQXIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.42	114	114
WAQXOB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.69	135	135
WARFUR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.33	85	85
WASMAF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.31	84	84
WATMUB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.63	73	73
WATXIA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.38	94	94
WAVDED_comp_0	success	UFF_1	structural	-	byte_exact	-	70.42	117	92
WAVDIH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.31	67	67
WAVDON_comp_2	success	UFF_1	byte_exact	-	byte_exact	-	1.00	40	40
WAVGEI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.45	38	38
WAVGIM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.25	42	42
WAVLUA_comp_0	success	UFF_1	key_equal	rdkit_canonical	key_equal	rdkit_canonical	13.96	113	123
WAVMAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.53	65	65
WAVXID_comp_0	success	UFF_1	structural	-	byte_exact	-	105.21	115	92
WAVXOJ_comp_0	success	UFF_1	structural	-	byte_exact	-	19.83	71	52
WAVYAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.65	74	74
WAWJAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.45	69	69
WAWMAK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.66	99	99
WAWMOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.79	147	147
WAWMUF_comp_0	success	UFF_1	key_equal	rdkit_canonical	key_equal	rdkit_canonical	193.23	177	159
WAWSIY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.77	68	68
WAXFEI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.25	107	107
WAXKOX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	41	41
WAXNIS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.57	136	136
WAYHOW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.69	66	66
WAYKOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.78	170	170
WAYZEE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.58	111	111
WEBVIL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	12.83	94	94
WECHAQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.55	96	96
WECWOQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.43	90	90
WECXIO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.73	111	111
WECYOS_comp_0	failed	-	hard_fail	-	hard_fail	-	300.21	153	0
WEDSUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.84	88	88
WEFGOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.88	66	66
WEFQUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.05	106	106
